"GEO";"GEO_OBJECT";"NUMBER_EMPL";"ACTIVITY";"EACEI_MEASURE";"UNIT_MULT";"UNIT_MEASURE";"CONF_STATUS";"OBS_STATUS";"COMPARE_TIME";"TIME_PERIOD";"OBS_VALUE"
"F";"FRANCE";"_T";"27";"CMSR_QAUP";"3";"T";"C";"A";"_Z";2023;4.1
"F";"FRANCE";"_T";"_T";"CONSNET_MILLIONS";"6";"TOE";"F";"A";"1_2005";2005;41.5
"DOM";"OTHER";"_T";"_T";"BR_USQ2";"3";"TOE";"F";"A";"_Z";2023;24.9
"F";"FRANCE";"_T";"13";"BR_CSUP";"0";"GWH";"C";"A";"_Z";2023;895.1
"F";"FRANCE";"_T";"22";"CONSNET_MILLIERS";"3";"TOE";"F";"A";"_Z";2023;642.8
"F";"FRANCE";"_T";"C29_30";"GAZR_CSTP";"3";"TOE";"F";"A";"_Z";2023;290.7
"F";"FRANCE";"E_GE500";"_T";"IR_CSUP";"3";"T";"F";"A";"_Z";2023;145.8
"F";"FRANCE";"_T";"_T";"LR_PRIX";"0";"EUR_L";"F";"A";"1_2005";2008;0.6
"27";"REG";"_T";"_T";"CR_VTTP";"3";"TOE";"C";"A";"_Z";2023;79.6
"F";"FRANCE";"_T";"27";"DR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;16.8
"F";"FRANCE";"_T";"15";"GAZR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;3.5
"F";"FRANCE";"_T";"_T";"GAZR_CSUP";"0";"GWH";"F";"A";"_Z";2023;113049.7
"F";"FRANCE";"_T";"14";"LR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0.7
"F";"FRANCE";"_T";"_T";"JR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2014;591
"F";"FRANCE";"_T";"_T";"KR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2019;482
"F";"FRANCE";"_T";"24";"BR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;45.8
"F";"FRANCE";"E100T249";"_T";"BR_NTHE";"0";"GWH";"F";"A";"_Z";2023;143
"F";"FRANCE";"_T";"30";"CONSBRT_MILLIERS";"3";"TOE";"F";"A";"_Z";2023;468.4
"F";"FRANCE";"_T";"15";"BIOR_VALA";"6";"EUR";"F";"A";"_Z";2023;0.5
"F";"FRANCE";"E_GE500";"_T";"CR_CSTP";"3";"TOE";"F";"A";"_Z";2023;325.9
"F";"FRANCE";"_T";"_T";"CR_PCT";"0";"PT";"F";"A";"0_2005";2002;6
"F";"FRANCE";"E_GE500";"_T";"CONSBRT_MILLIERS";"3";"TOE";"F";"A";"_Z";2023;10449.8
"F";"FRANCE";"_T";"26";"BR_USQ2";"3";"TOE";"F";"A";"_Z";2023;92.2
"93";"REG";"_T";"_T";"CONSBRT_MILLIERS";"3";"TOE";"F";"A";"_Z";2023;4359.1
"F";"FRANCE";"_T";"33";"CONSBRT_MILLIERS";"3";"TOE";"F";"A";"_Z";2023;76.9
"F";"FRANCE";"_T";"17";"LR_PRIX";"0";"EUR_L";"F";"A";"_Z";2023;1.05
"F";"FRANCE";"_T";"_T";"HR_PRIX";"0";"EUR_T";"F";"A";"0_2005";2004;238
"F";"FRANCE";"_T";"20";"GAZR_CSUP";"0";"GWH";"F";"A";"_Z";2023;31980.2
"F";"FRANCE";"_T";"_T";"FR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2017;164
"F";"FRANCE";"_T";"23";"GAZR_VALA";"6";"EUR";"F";"A";"_Z";2023;943.3
"52";"REG";"_T";"_T";"CR_VTTP";"3";"TOE";"C";"A";"_Z";2023;0.3
"F";"FRANCE";"_T";"27";"EFFECTIF";"0";"_Z";"F";"A";"_Z";2023;701
"F";"FRANCE";"E100T249";"_T";"KR_VALA";"6";"EUR";"F";"A";"_Z";2023;14.2
"84";"REG";"_T";"_T";"LR_CSTP";"3";"TOE";"F";"A";"_Z";2023;12.3
"28";"REG";"_T";"_T";"GAZR_USQ4";"3";"TOE";"C";"A";"_Z";2023;42.3
"F";"FRANCE";"E100T249";"_T";"CONSBRT_MILLIERS";"3";"TOE";"F";"A";"_Z";2023;6940.9
"F";"FRANCE";"_T";"_T";"CMS_PCT";"0";"PT";"F";"A";"0_2005";2004;4
"F";"FRANCE";"_T";"_T";"BIOR_PRIX";"0";"EUR_GWH";"F";"L";"1_2005";2007;
"F";"FRANCE";"_T";"28";"BR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;16.1
"F";"FRANCE";"_T";"27";"CMSR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;421.7
"F";"FRANCE";"_T";"17";"BR_NTHE";"0";"GWH";"F";"A";"_Z";2023;6.1
"F";"FRANCE";"_T";"28";"BR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;55.6
"F";"FRANCE";"E20T49";"_T";"BR_USQ7";"3";"TOE";"F";"A";"_Z";2023;2472.7
"24";"REG";"_T";"_T";"CMSR_VALA";"6";"EUR";"F";"A";"_Z";2023;13.4
"32";"REG";"_T";"_T";"BR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;45.1
"F";"FRANCE";"_T";"33";"LR_CSTP";"3";"TOE";"F";"A";"_Z";2023;2.3
"F";"FRANCE";"_T";"_T";"HR_PRIX";"0";"EUR_T";"F";"A";"0_2005";1997;113
"F";"FRANCE";"_T";"_T";"ENM_PCT";"0";"PT";"F";"A";"1_2005";2023;15.4
"F";"FRANCE";"_T";"26";"KR_CSTP";"3";"TOE";"C";"A";"_Z";2023;0
"75";"REG";"_T";"_T";"GAZR_USQ4";"3";"TOE";"F";"A";"_Z";2023;41
"F";"FRANCE";"_T";"15";"CR_VTTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"21";"IR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"16";"JR_CSUP";"3";"T";"C";"A";"_Z";2023;6.9
"F";"FRANCE";"E250T499";"_T";"KR_CSUP";"3";"T";"F";"A";"_Z";2023;60.5
"84";"REG";"_T";"_T";"JR_QAUP";"3";"T";"F";"A";"_Z";2023;59.5
"F";"FRANCE";"_T";"31";"IR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"E50T99";"_T";"BR_CONTRAT_FIN_3_PROP";"0";"PT";"F";"A";"_Z";2023;7.7
"44";"REG";"_T";"_T";"BR_USQ8";"3";"TOE";"F";"A";"_Z";2023;423.7
"28";"REG";"_T";"_T";"BR_NTHE";"0";"GWH";"F";"A";"_Z";2023;23.5
"F";"FRANCE";"_T";"30";"CR_CSTP";"3";"TOE";"F";"A";"_Z";2023;7.7
"F";"FRANCE";"_T";"24";"COMBPRB";"3";"TOE";"C";"A";"_Z";2023;9.7
"44";"REG";"_T";"_T";"BR_CSUP";"0";"GWH";"F";"A";"_Z";2023;14229.1
"F";"FRANCE";"_T";"29";"CR_CSTP";"3";"TOE";"F";"A";"_Z";2023;14.6
"52";"REG";"_T";"_T";"BR_USQ6";"3";"TOE";"F";"A";"_Z";2023;424.5
"F";"FRANCE";"_T";"_T";"BR_PCT";"0";"PT";"F";"A";"1_2005";2010;34
"75";"REG";"_T";"_T";"BR_VALA";"6";"EUR";"F";"A";"_Z";2023;1045.1
"F";"FRANCE";"E_GE500";"_T";"LR_USQ3";"3";"TOE";"C";"A";"_Z";2023;7.3
"F";"FRANCE";"_T";"C10T12";"DR_CONTRAT_FIN_3_PROP";"0";"PT";"F";"A";"_Z";2023;12.1
"F";"FRANCE";"_T";"28";"GAZR_USQFAB";"3";"TOE";"C";"A";"_Z";2023;35.1
"44";"REG";"_T";"_T";"KR_QAUP";"3";"T";"C";"A";"_Z";2023;1.7
"52";"REG";"_T";"_T";"IR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;168.2
"76";"REG";"_T";"_T";"GAZR_PRIX";"0";"EUR_GWH";"C";"A";"_Z";2023;68.7
"93";"REG";"_T";"_T";"JR_CSUP";"3";"T";"F";"A";"_Z";2023;832.9
"F";"FRANCE";"_T";"30";"GAZR_USQ9";"3";"TOE";"C";"A";"_Z";2023;1
"F";"FRANCE";"_T";"20";"JR_CSTP";"3";"TOE";"F";"A";"_Z";2023;1690
"F";"FRANCE";"_T";"C10T12";"GAZR_USQ9";"3";"TOE";"F";"A";"_Z";2023;3.8
"F";"FRANCE";"_T";"13";"BR_USQ8";"3";"TOE";"F";"A";"_Z";2023;43.8
"F";"FRANCE";"_T";"30";"CMSR_PRIX";"0";"EUR_T";"F";"L";"_Z";2023;
"F";"FRANCE";"_T";"30";"BR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;50.7
"F";"FRANCE";"_T";"25";"BR_USQ9";"3";"TOE";"F";"A";"_Z";2023;44.6
"24";"REG";"_T";"_T";"BIOR_PRIX";"0";"EUR_GWH";"C";"A";"_Z";2023;89.1
"84";"REG";"_T";"_T";"BR_USQ6";"3";"TOE";"F";"A";"_Z";2023;825.9
"F";"FRANCE";"E250T499";"_T";"BR_CONTRAT_FIN_5_PROP";"0";"PT";"F";"A";"_Z";2023;22.2
"F";"FRANCE";"_T";"38";"BIOR_QAUP";"0";"GWH";"F";"A";"_Z";2023;1.1
"F";"FRANCE";"_T";"27";"AUTRE_CSTP";"3";"TOE";"C";"A";"_Z";2023;0.5
"F";"FRANCE";"_T";"13";"COMBPRB";"3";"TOE";"F";"A";"_Z";2023;0.6
"F";"FRANCE";"E20T49";"_T";"LR_CSTP";"3";"TOE";"C";"A";"_Z";2023;26.2
"44";"REG";"_T";"_T";"GAZR_CSTP";"3";"TOE";"F";"A";"_Z";2023;1745.4
"F";"FRANCE";"_T";"22";"GAZR_VALA";"6";"EUR";"F";"A";"_Z";2023;142.3
"F";"FRANCE";"_T";"25";"JR_VALA";"6";"EUR";"F";"A";"_Z";2023;14.9
"F";"FRANCE";"_T";"25";"KR_VALA";"6";"EUR";"C";"A";"_Z";2023;0.7
"F";"FRANCE";"_T";"_T";"LR_PRIX";"0";"EUR_L";"F";"A";"1_2005";2023;1
"F";"FRANCE";"_T";"27";"LR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"13";"IR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"21";"IR_CSUP";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"ENM_PCT";"0";"PT";"F";"A";"1_2005";2005;12
"DOM";"OTHER";"_T";"_T";"DR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"29";"BIOR_PRIX";"0";"EUR_GWH";"C";"A";"_Z";2023;66.6
"93";"REG";"_T";"_T";"BR_THER";"0";"GWH";"F";"A";"_Z";2023;365.6
"F";"FRANCE";"_T";"38";"BR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;39.9
"F";"FRANCE";"_T";"20";"BR_QAUP";"0";"GWH";"F";"A";"_Z";2023;14995.5
"F";"FRANCE";"_T";"_T";"CONSBRT_MILLIONS";"6";"TOE";"F";"A";"1_2005";2017;35.5
"F";"FRANCE";"_T";"B07T09_E383";"CR_CSTP";"3";"TOE";"C";"A";"_Z";2023;26
"F";"FRANCE";"_T";"25";"BR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;55.3
"F";"FRANCE";"_T";"16";"BR_CSUP";"0";"GWH";"F";"A";"_Z";2023;2567.7
"F";"FRANCE";"_T";"23";"BR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;11.6
"F";"FRANCE";"_T";"32";"BR_VALA";"6";"EUR";"F";"A";"_Z";2023;125.1
"F";"FRANCE";"_T";"_T";"HR_PRIX";"0";"EUR_T";"F";"A";"0_2005";1998;112
"F";"FRANCE";"E100T249";"_T";"GAZR_CSTP";"3";"TOE";"F";"A";"_Z";2023;2875
"F";"FRANCE";"E250T499";"_T";"GAZR_USQ4";"3";"TOE";"F";"A";"_Z";2023;120.6
"F";"FRANCE";"E250T499";"_T";"CUR_CSTP";"3";"TOE";"F";"A";"_Z";2023;3451.3
"F";"FRANCE";"_T";"24";"GAZR_VALA";"6";"EUR";"F";"A";"_Z";2023;622.3
"F";"FRANCE";"_T";"B07T09";"IR_QAUP";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"LR_PRIX";"0";"EUR_L";"F";"A";"1_2005";2014;0.7
"F";"FRANCE";"_T";"26";"EFFECTIF";"0";"_Z";"F";"A";"_Z";2023;738
"F";"FRANCE";"_T";"22";"GAZR_USQ9";"3";"TOE";"C";"A";"_Z";2023;0.4
"84";"REG";"_T";"_T";"IR_VALA";"6";"EUR";"F";"A";"_Z";2023;86.7
"F";"FRANCE";"_T";"18";"BR_PRIX";"0";"EUR_GWH";"F";"A";"_Z";2023;210.1
"F";"FRANCE";"_T";"23";"CR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;35.4
"52";"REG";"_T";"_T";"BR_USQ7";"3";"TOE";"F";"A";"_Z";2023;807.3
"F";"FRANCE";"_T";"_T";"CR_PCT";"0";"PT";"F";"A";"1_2005";2019;7
"F";"FRANCE";"E100T249";"_T";"BR_CONTRAT_FIN_3_PROP";"0";"PT";"F";"A";"_Z";2023;6.1
"52";"REG";"_T";"_T";"BR_USQ8";"3";"TOE";"F";"A";"_Z";2023;284.4
"F";"FRANCE";"_T";"29";"BR_USQ4";"3";"TOE";"F";"A";"_Z";2023;81.9
"F";"FRANCE";"_T";"_T";"CR_PCT";"0";"PT";"F";"A";"1_2005";2017;7
"F";"FRANCE";"_T";"24";"BR_USQ7";"3";"TOE";"F";"A";"_Z";2023;578.2
"F";"FRANCE";"_T";"_T";"BR_AUCO";"0";"GWH";"F";"A";"_Z";2023;3368
"F";"FRANCE";"_T";"32";"DR_CONTRAT_FIN_3_PROP";"0";"PT";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"38";"JR_CSTP";"3";"TOE";"C";"A";"_Z";2023;1.9
"93";"REG";"_T";"_T";"KR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;583.8
"F";"FRANCE";"_T";"_T";"FR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2010;143
"F";"FRANCE";"_T";"33";"GAZR_CSUP";"0";"GWH";"C";"A";"_Z";2023;216
"F";"FRANCE";"_T";"22";"IR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"21";"JR_CSUP";"3";"T";"C";"A";"_Z";2023;1
"F";"FRANCE";"_T";"24";"JR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;846.6
"F";"FRANCE";"_T";"18";"GAZR_QAUP";"0";"GWH";"C";"A";"_Z";2023;282.1
"F";"FRANCE";"_T";"B07T09";"JR_CSUP";"3";"T";"F";"A";"_Z";2023;3.9
"F";"FRANCE";"E20T49";"_T";"LR_USQ3";"3";"TOE";"F";"A";"_Z";2023;3.5
"F";"FRANCE";"_T";"29";"BIOR_CSTP";"3";"TOE";"C";"A";"_Z";2023;3.8
"DOM";"OTHER";"_T";"_T";"BIOR_QAUP";"0";"GWH";"C";"A";"_Z";2023;11.3
"F";"FRANCE";"_T";"C10T12";"BIOR_CSTP";"3";"TOE";"F";"A";"_Z";2023;10.6
"DOM";"OTHER";"_T";"_T";"CMSR_QAUP";"3";"T";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"23";"CMSR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;316.7
"93";"REG";"_T";"_T";"CMSR_CSTP";"3";"TOE";"C";"A";"_Z";2023;1147.5
"44";"REG";"_T";"_T";"CMSR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;288.4
"F";"FRANCE";"_T";"_T";"CR_PCT";"0";"PT";"F";"A";"1_2005";2020;7
"F";"FRANCE";"_T";"31";"CR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"C10T12";"CR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;41.9
"F";"FRANCE";"E100T249";"_T";"JR_CSTP";"3";"TOE";"F";"A";"_Z";2023;90.2
"F";"FRANCE";"_T";"16";"GAZR_CSUP";"0";"GWH";"F";"A";"_Z";2023;569.9
"F";"FRANCE";"_T";"26";"DR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;29.5
"F";"FRANCE";"_T";"31";"GAZR_USQFAB";"3";"TOE";"C";"A";"_Z";2023;10.5
"76";"REG";"_T";"_T";"LR_QAUP";"3";"L";"F";"A";"_Z";2023;3012.2
"F";"FRANCE";"_T";"18";"KR_QAUP";"3";"T";"C";"A";"_Z";2023;0
"75";"REG";"_T";"_T";"IR_VALA";"6";"EUR";"F";"A";"_Z";2023;6.3
"44";"REG";"_T";"_T";"DR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;27.8
"F";"FRANCE";"_T";"22";"JR_VALA";"6";"EUR";"F";"A";"_Z";2023;9.9
"F";"FRANCE";"_T";"20";"DR_CONTRAT_CONCERNE_PROP";"0";"PT";"F";"A";"_Z";2023;66.1
"F";"FRANCE";"_T";"27";"BR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;18.6
"F";"FRANCE";"_T";"23";"COMBPRB";"3";"TOE";"F";"A";"_Z";2023;0.6
"52";"REG";"_T";"_T";"BIOR_PRIX";"0";"EUR_GWH";"F";"A";"_Z";2023;52.1
"F";"FRANCE";"_T";"15";"BR_AUCO";"0";"GWH";"C";"A";"_Z";2023;6.1
"F";"FRANCE";"_T";"27";"CMSR_CSTP";"3";"TOE";"C";"A";"_Z";2023;5.4
"84";"REG";"_T";"_T";"BR_CSUP";"0";"GWH";"F";"A";"_Z";2023;15844.3
"F";"FRANCE";"_T";"_T";"CR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2016;22
"F";"FRANCE";"_T";"_T";"CR_PCT";"0";"PT";"F";"A";"1_2005";2010;6
"F";"FRANCE";"_T";"29";"CMSR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"E20T49";"_T";"CMSR_QAUP";"3";"T";"F";"A";"_Z";2023;10.1
"F";"FRANCE";"E20T49";"_T";"JR_CSTP";"3";"TOE";"F";"A";"_Z";2023;86
"F";"FRANCE";"_T";"18";"GAZR_USQ9";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"FR_PRIX";"0";"EUR_T";"C";"A";"1_2005";2023;280.6
"F";"FRANCE";"_T";"15";"JR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0.9
"DOM";"OTHER";"_T";"_T";"KR_VALA";"6";"EUR";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"38";"GAZR_CSUP";"0";"GWH";"F";"A";"_Z";2023;852
"F";"FRANCE";"_T";"21";"GAZR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;125.3
"52";"REG";"_T";"_T";"JR_QAUP";"3";"T";"C";"A";"_Z";2023;17
"F";"FRANCE";"_T";"_T";"JR_PRIX";"0";"EUR_T";"F";"A";"0_2005";2003;286
"F";"FRANCE";"_T";"27";"DR_CONTRAT_CONCERNE_PROP";"0";"PT";"F";"A";"_Z";2023;63.2
"F";"FRANCE";"_T";"32";"GAZR_USQFAB";"3";"TOE";"F";"A";"_Z";2023;10.7
"F";"FRANCE";"_T";"20";"BR_AUCO";"0";"GWH";"F";"A";"_Z";2023;732.7
"F";"FRANCE";"_T";"_T";"BR_USQ7";"3";"TOE";"F";"A";"_Z";2023;13497.1
"F";"FRANCE";"_T";"29";"BIOR_QAUP";"0";"GWH";"C";"A";"_Z";2023;48.8
"11";"REG";"_T";"_T";"BIOR_CSTP";"3";"TOE";"F";"A";"_Z";2023;2
"F";"FRANCE";"_T";"C13T15";"CR_CSTP";"3";"TOE";"C";"A";"_Z";2023;6.3
"F";"FRANCE";"_T";"26";"BIOR_QAUP";"0";"GWH";"F";"A";"_Z";2023;17.7
"93";"REG";"_T";"_T";"BR_USQ4";"3";"TOE";"F";"A";"_Z";2023;1237.6
"93";"REG";"_T";"_T";"BIOR_VALA";"6";"EUR";"F";"A";"_Z";2023;5.4
"F";"FRANCE";"_T";"27";"BR_USQ2";"3";"TOE";"F";"A";"_Z";2023;332.9
"F";"FRANCE";"_T";"_T";"CR_PCT";"0";"PT";"F";"A";"1_2005";2014;6
"F";"FRANCE";"_T";"21";"KR_CSUP";"3";"T";"C";"A";"_Z";2023;0
"F";"FRANCE";"_T";"22";"JR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;928.3
"F";"FRANCE";"_T";"22";"JR_CSTP";"3";"TOE";"F";"A";"_Z";2023;11.6
"F";"FRANCE";"E_GE500";"_T";"GAZR_VALA";"6";"EUR";"F";"A";"_Z";2023;1752.2
"24";"REG";"_T";"_T";"GAZR_USQ2";"3";"TOE";"F";"A";"_Z";2023;5
"84";"REG";"_T";"_T";"KR_CSUP";"3";"T";"F";"A";"_Z";2023;31.8
"F";"FRANCE";"_T";"_T";"KR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2017;423
"F";"FRANCE";"_T";"_T";"FACTURE";"6";"EUR";"F";"A";"1_2005";2017;13279
"F";"FRANCE";"E20T49";"_T";"GAZR_QAUP";"0";"GWH";"F";"A";"_Z";2023;6030.9
"F";"FRANCE";"_T";"15";"FACTURE";"6";"EUR";"F";"A";"_Z";2023;37.1
"32";"REG";"_T";"_T";"BR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;27.4
"F";"FRANCE";"_T";"33";"BIOR_CSTP";"3";"TOE";"F";"A";"_Z";2023;0.9
"F";"FRANCE";"_T";"16";"BR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;9.5
"F";"FRANCE";"_T";"C10T12";"BR_CONTRAT_FIN_5_PROP";"0";"PT";"F";"A";"_Z";2023;16.8
"F";"FRANCE";"_T";"_T";"CMSR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;304.3
"28";"REG";"_T";"_T";"BIOR_QAUP";"0";"GWH";"C";"A";"_Z";2023;6.9
"F";"FRANCE";"_T";"B07T09";"BR_VALA";"6";"EUR";"F";"A";"_Z";2023;118.7
"27";"REG";"_T";"_T";"CMSR_CSTP";"3";"TOE";"F";"A";"_Z";2023;7.1
"F";"FRANCE";"_T";"29";"BIOR_CSUP";"0";"GWH";"C";"A";"_Z";2023;48.8
"F";"FRANCE";"_T";"16";"BR_USQ7";"3";"TOE";"F";"A";"_Z";2023;80.5
"F";"FRANCE";"_T";"_T";"GAZR_PRIX";"0";"EUR_GWH";"F";"A";"1_2005";2005;21
"F";"FRANCE";"E_GE500";"_T";"LR_CSUP";"3";"L";"F";"A";"_Z";2023;22631.8
"52";"REG";"_T";"_T";"DR_CONTRAT_FIN_3_PROP";"0";"PT";"F";"A";"_Z";2023;9.7
"F";"FRANCE";"_T";"14";"IR_CSUP";"3";"T";"F";"A";"_Z";2023;0
"93";"REG";"_T";"_T";"DR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;26.9
"F";"FRANCE";"_T";"14";"JR_PRIX";"0";"EUR_T";"C";"A";"_Z";2023;1642
"F";"FRANCE";"_T";"_T";"GR_PRIX";"0";"EUR_T";"F";"L";"0_2005";1998;
"F";"FRANCE";"_T";"_T";"LR_PRIX";"0";"EUR_L";"F";"A";"1_2005";2005;0.4
"76";"REG";"_T";"_T";"DR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;69
"28";"REG";"_T";"_T";"GAZR_VALA";"6";"EUR";"F";"A";"_Z";2023;797.5
"F";"FRANCE";"_T";"33";"BIOR_CSUP";"0";"GWH";"F";"A";"_Z";2023;11.3
"F";"FRANCE";"_T";"24";"BIOR_CSUP";"0";"GWH";"F";"A";"_Z";2023;0
"84";"REG";"_T";"_T";"COMBPRB";"3";"TOE";"F";"A";"_Z";2023;17
"93";"REG";"_T";"_T";"BR_CONTRAT_CHANG_1_PROP";"0";"PT";"F";"A";"_Z";2023;29.4
"84";"REG";"_T";"_T";"BR_CONTRAT_FIN_4_PROP";"0";"PT";"F";"A";"_Z";2023;13.2
"53";"REG";"_T";"_T";"BR_QAUP";"0";"GWH";"F";"A";"_Z";2023;4234.2
"F";"FRANCE";"_T";"_T";"CR_PCT";"0";"PT";"F";"A";"0_2005";1996;2
"F";"FRANCE";"_T";"23";"BR_USQ4";"3";"TOE";"F";"A";"_Z";2023;113
"F";"FRANCE";"_T";"_T";"BR_PCT";"0";"PT";"F";"A";"0_2005";2001;39
"27";"REG";"_T";"_T";"BR_USQ7";"3";"TOE";"F";"A";"_Z";2023;657.3
"32";"REG";"_T";"_T";"LR_CSTP";"3";"TOE";"F";"A";"_Z";2023;8.7
"F";"FRANCE";"E50T99";"_T";"IR_QAUP";"3";"T";"F";"A";"_Z";2023;201.7
"F";"FRANCE";"_T";"_T";"ENM_PCT";"0";"PT";"F";"L";"0_2005";2005;0
"F";"FRANCE";"_T";"_T";"JR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2023;574.7
"F";"FRANCE";"E250T499";"_T";"GAZR_CSUP";"0";"GWH";"F";"A";"_Z";2023;30756.6
"F";"FRANCE";"E100T249";"_T";"LR_PRIX";"0";"EUR_L";"F";"A";"_Z";2023;1.04
"F";"FRANCE";"_T";"22";"GAZR_USQ4";"3";"TOE";"F";"A";"_Z";2023;43
"F";"FRANCE";"_T";"_T";"DR_PCT";"0";"PT";"F";"A";"0_2005";1997;38
"F";"FRANCE";"_T";"15";"LR_USQ2";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"FR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2008;96
"F";"FRANCE";"_T";"31";"BR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;12.4
"F";"FRANCE";"_T";"_T";"CONSNET_MILLIONS";"6";"TOE";"F";"L";"0_2005";2000;
"F";"FRANCE";"_T";"26";"BR_USQ8";"3";"TOE";"F";"A";"_Z";2023;93.1
"11";"REG";"_T";"_T";"BR_NTHE";"0";"GWH";"F";"A";"_Z";2023;0.4
"32";"REG";"_T";"_T";"BR_USQ9";"3";"TOE";"C";"A";"_Z";2023;76.4
"F";"FRANCE";"_T";"15";"BR_USQ2";"3";"TOE";"F";"A";"_Z";2023;5.8
"F";"FRANCE";"_T";"26";"CR_PRIX";"0";"EUR_T";"F";"A";"_Z";2023;90.5
"11";"REG";"_T";"_T";"CMSR_CSTP";"3";"TOE";"F";"A";"_Z";2023;6.8
"F";"FRANCE";"E100T249";"_T";"BR_USQ6";"3";"TOE";"F";"A";"_Z";2023;1317.9
"F";"FRANCE";"_T";"24";"BR_AUCO";"0";"GWH";"F";"A";"_Z";2023;234.9
"11";"REG";"_T";"_T";"COMBPRB";"3";"TOE";"F";"A";"_Z";2023;1.1
"F";"FRANCE";"_T";"B07T09";"DR_CONTRAT_FIN_2_PROP";"0";"PT";"F";"A";"_Z";2023;52.7
"11";"REG";"_T";"_T";"LR_CSUP";"3";"L";"F";"A";"_Z";2023;1199.5
"32";"REG";"_T";"_T";"IR_CSUP";"3";"T";"F";"A";"_Z";2023;157.4
"F";"FRANCE";"_T";"31";"LR_USQ3";"3";"TOE";"F";"A";"_Z";2023;0
"F";"FRANCE";"_T";"_T";"FR_PRIX";"0";"EUR_T";"F";"A";"1_2005";2015;111
"F";"FRANCE";"_T";"30";"DR_CONTRAT_FIN_1_PROP";"0";"PT";"F";"A";"_Z";2023;61.1
"53";"REG";"_T";"_T";"CR_VALA";"6";"EUR";"F";"A";"_Z";2023;30.5
