naf_code,naf_label,Facture énergétique (en millions d'euros courants),Combustibles minéraux solides achetés (en milliers de tonnes),Consommation de combustibles minéraux solides (en milliers de tonnes),Valeur des achats de combustibles minéraux solides (en millions d'euros),Prix moyen des combustibles minéraux solides (en €/t),Quantités achetées de gaz (en GWh),Consommation de gaz naturel et autres gaz (en GWh),Valeur des achats de gaz (en millions d'euros),Prix moyen annuel du gaz de réseau (en €/MWh),Quantités achetées de biogaz et biométhane (en GWh),Consommation de biogaz et biométhane (en GWh),Valeur des achats de biogaz et biométhane (en millions d'euros),Prix moyen annuel du biogaz et biométhane (en €/t),Quantités achetées de coke de pétrole (en milliers de tonnes),Consommation de coke de pétrole (en milliers de tonnes),Valeur des achats de coke de pétrole (en millions d'euros),Prix moyen annuel du coke de pétrole (en €/t),Quantités achetées de butane-propane (en milliers de tonnes),Consommation de butane-propane (en milliers de tonnes),Valeur des achats de butane-propane (en millions d'euros),Prix moyen annuel du butane-propane (en €/t),Quantités achetées de fioul lourd (en milliers de tonnes),Consommation de fioul lourd (en milliers de tonnes),Valeur des achats de fioul lourd (en millions d'euros),Prix moyen annuel du fioul lourd (en €/t),Quantités achetées de fioul domestique (en milliers de litres),Consommation de fioul domestique (en milliers de litres),Valeur des achats de fioul domestique (en millions d'euros),Prix moyen annuel du fioul domestique (en €/l),Quantités achetées de gazole non routier (en milliers de litres),Consommation de gazole non routier (en milliers de litres),Valeur des achats de gazole non routier (en millions d'euros),Prix moyen annuel du gazole non routier (en €/l),Quantités achetées de bois (en milliers de tonnes),Consommation de bois et sous-produit du bois (en milliers de tonnes),Valeur des achats de bois (en millions d'euros),Prix moyen annuel du bois (en €/t),Vapeur achetée (en milliers de tonnes),Valeur des achats de vapeur (en millions d'euros),Prix moyen annuel de la vapeur (en €/t),Quantités achetées d’hydrogène (en milliers de tonnes),Consommation d’hydrogène (en milliers de tonnes),Quantité d’hydrogène autoproduite (en milliers de tonnes),Valeur des achats d’hydrogène (en millions d'euros),Prix moyen annuel d’hydrogène (en €/t),Quantité d’hydrogène autoproduite et consommée (en milliers de tonnes),Quantité d’hydrogène autoproduite et vendue (en milliers de tonnes),Électricité achetée (en GWh),Consommation d’électricité (en GWh),Électricité autoproduite (en GWh),Valeur des achats d'électricité (en millions d'euros),Prix moyen annuel de l’électricité (en €/MWh)
24,Métallurgie,1828.3,5838.8,6085.1,715.6,122.6,12323.0,12323,217.4,17.6,,,,,195,,,,5.7,,,,1.2,1.2,,,16828.7,,10.6,0.6,,,,,,,,,1090.2,6.1,11.1,,32890.8,,,11.2,,,17814.6,18162.4,397.4,820.9,46.1
25,"Fabrication de produits métalliques, à l'exception des machines et des équipements",485.6,,,,,3062.1,3062.1,105.4,34.4,,,,,,,,,11.4,,9.4,824.3,0.3,0.3,0.2,689.6,12564.6,12299,8.3,0.7,,,,,0.3,,0,44.4,32.8,,,,,0,,2.5,,,4101.3,4112.4,20,355.3,86.6
26,"Fabrication de produits informatiques, électroniques et optiques",159.1,0,0,0,0,369.6,,14.7,39.8,,,,,0,0,0,0,,0.2,0.2,,0,0.0,0,904,1458.2,,1,0.7,,,,,0,0,0,0,30,0.7,45.8,,255.4,0,,0.4,,,,,,142.1,
27,Fabrication d'équipements électriques,225.5,50.1,49.9,13.8,275.5,1783.0,1783,53.3,29.9,,,,,0,0,0,0,2.3,2.3,1.8,765.5,0.1,0.4,0.1,850.1,2832.4,2813.4,1.8,0.6,,,,,0,0,0,50,20.8,1,47.9,,810.7,0,,0.6,,,2154.5,2158.3,4.5,153.0,71
28,Fabrication de machines et équipements n.c.a.,239.1,0,0,0,0,1530.1,1530.1,59.3,38.8,,,,,0,0,0,0,6.3,,4.9,776.7,1.8,1.8,1.7,937.5,12529.6,,9.1,0.7,,,,,1.3,,,,37.2,0.7,39.9,,,,,,,,,,11.6,163.1,
29,Industrie automobile,472.1,0,0,0,0,2991.9,2991.9,87.8,29.4,,,,,0,0,0,0,8.8,8.8,5.5,622.9,0,0.0,0,928.1,4759.9,4799.7,3.2,0.7,,,,,1.4,5.5,0.2,124.7,467.0,5.1,21.9,,0,0,,0,,,5152.7,5197.2,,370.3,71.9
30,Fabrication d'autres matériels de transport,200.2,0,0,0,0,1130.6,,40.8,36.1,,,,,0,0,0,0,2.1,2.1,1.6,738,0.1,0.1,0,741,2344.8,,2.3,1,,,,,15.2,,,,48.0,,,,375.2,180,,,,,,,37.2,152.2,
31,Fabrication de meubles,55.4,0,0,0,0,186.5,186.5,9.5,50.8,,,,,0,0,0,0,3,3,2.2,731,0,0.0,0,0,2825.1,2779.1,1.8,0.6,,,,,2.9,,0.2,69.1,4.8,0.1,45.4,,0,0,,0,,,,,6.9,41.6,
32,Autres industries manufacturières,81.4,0,0,0,875,472.5,472.5,18.7,39.7,,,,,0,0,0,0,1.4,1.4,1.1,793.4,0.1,0.1,0,823,749.5,794.4,0.5,0.7,,,,,0.3,1.1,0,70.7,10,0.3,58.3,,225.1,0,,0.2,,,685.3,685.7,0.4,60.5,88.3
33,Réparation et installation de machines et d'équipements,71.7,0,0,0,0,240.4,,11.3,47.2,,,,,0,0,0,0,1.3,1.3,1.2,920.9,0.5,0.5,0.4,805.7,11072.0,,7.4,0.7,,,,,0.3,0.3,0,30.1,55.2,0.9,33.4,,27.7,0,,0,,,570,580.3,10.9,50.3,88.3
38,"Collecte, traitement et élimination des déchets ; récupération",85.8,0,0,0,0,734.3,734.3,19.3,26.2,,,,,0,0,0,0,0.9,0.9,0.7,805.4,1.6,1.5,1.5,985.4,26372.2,26075.2,17.3,0.7,,,,,,,0,,311.4,1.6,10.3,,0,0,,0,,,509.7,544.6,178.9,45.4,89
B07T09,"Industries extractives (à l’exception de l’extraction de houille, de lignite et d’hydrocarbures)",107.4,0,0,0,0,420.3,420.3,10.6,25.2,,,,,0,0,0,0,1.1,1.1,,,0.3,0.3,0.3,1155.6,72478.0,72359.6,43.3,0.6,,,,,,,,,,,,,0,0,,0,,,576.5,580.5,4.2,49.8,86.4
C10T12,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",2343.7,352,374.4,39.1,111.1,30497.8,30497.8,767.4,25.2,,,,,,0,0,,70.3,70.5,36.1,513.6,39.5,39.8,21.9,553.7,34011.0,34403.4,20.7,0.6,,,,,440.2,440.2,26.3,59.7,8184.6,96.3,23.5,,8452.8,0,,4.2,,,18330.9,19755.2,1758.6,1331.7,72.6
_T,Total,11727.5,7139,7399.2,1065,149.2,129190.4,129190.4,2712.3,21.0,,,,,780.7,774.7,106.4,136.3,2023.6,2038.2,685.1,338.5,145.7,153.3,66.5,456.6,292837.7,292773.2,183.2,0.6,,,,,1956,3344.6,87.4,44.7,45265.6,447.3,19.8,,848588.7,650358.6,,45.7,,,98535.2,102006.6,5308.7,6328.7,64.2
