year,Nombre d’établissements,Consommation de combustibles minéraux solides,Consommation de gaz naturel et autres gaz,Consommation de biogaz et biométhane,Consommation de coke de pétrole,Consommation de butane-propane,Consommation de fioul lourd,Consommation de fioul domestique,Consommation de gazole non routier,Consommation de combustibles usuels,Consommation d’autres produits pétroliers,Consommation de liqueur noire,Consommation de bois et sous-produit du bois,Consommation d’hydrogène,Consommation de combustibles spéciaux renouvelables,Consommation de combustibles spéciaux non renouvelables,Consommation autres combustibles,Vapeur consommée,Consommation d’électricité,Total brut de la consommation,Vapeur vendue,Consommation de combustibles pour la production d'électricité,Total net de la consommation,ID,NAF,Total combustibles,Autoconsommation d'électricité,REG,TEFF, NAF,"Combustibles minéraux solides (houille, lignite - charbon pauvre, coke de houille)",Combustibles spéciaux renouvelables,Combustibles spéciaux non renouvelables,Consommation pour production d'électricité,Combustibles spéciaux nonrenouvelables
2015,3268.0,59,3435,,380,67,114,s,,4581,31,s,346,,s,222,760,554,2411,8306,ns,ns,8153,,,5341,,,100 à 249 salariés,,,,,,
2015,1026.0,71,3140,,s,826,209,s,,4660,s,719,318,,s,s,1337,534,2286,8817,ns,ns,8060,,,5997,,,250 à 499 salariés,,,,,,
2015,476.0,219,2170,,s,1563,s,s,,8976,781,s,49,,4,s,839,409,2692,12916,ns,ns,12643,,,9815,,,500 salariés ou plus,,,,,,
2016,20957.0,0.0,10732,,724,2541,416,282,,21066,1476,777,977,,320,369,3919,1708,9777,36470,507,467,35497,_T,Total industrie,24985,,,,,,,,,
2016,6.0,0.0,0,,0,0,0,1,,1,0,0,0,,0,0,0,0,0,1,ns,ns,1,07,Extraction de minerais métalliques,1,,,,,,,,,
2016,222.0,0.0,39,,0,s,s,65,,108,s,0,s,,s,0,20,s,64,202,ns,ns,202,08 - 09,Industries extractives,128,,,,,,,,,
2016,2868.0,0.0,2357,,s,80,91,30,,2801,0,0,93,,77,0,170,185,1567,4723,ns,ns,4452,10,Industries alimentaires,2971,,,,,,,,,
2016,383.0,0.0,140,,0,12,2,7,,162,0,0,5,,33,0,38,18,171,389,ns,ns,387,11,Fabrication de boissons,200,,,,,,,,,
2016,13.0,0.0,5,,0,0,0,0,,6,0,0,0,,0,0,0,0,3,9,ns,ns,9,12,Fabrication de produits à base de tabac,6,,,,,,,,,
2016,476.0,0.0,110,,0,5,3,3,,121,s,0,0,,0,s,0,0,93,214,ns,ns,214,13,Fabrication de textiles,121,,,,,,,,,
2016,297.0,0.0,12,,0,0,0,1,,14,0,0,0,,0,0,0,0,11,24,ns,ns,24,14,Industrie de l'habillement,14,,,,,,,,,
2016,210.0,0.0,8,,0,1,0,0,,9,0,0,0,,0,0,0,0,10,20,ns,ns,20,15,Industrie du cuir et de la chaussure,10,,,,,,,,,
2016,828.0,0.0,54,,0,3,3,14,,74,0,s,s,,0,0,333,10,179,596,ns,ns,580,16,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie",407,,,,,,,,,
2016,577.0,0.0,866,,0,8,s,6,,939,0,s,323,,52,s,1138,378,740,3196,ns,ns,3009,17,Industrie du papier et du carton,2077,,,,,,,,,
2016,658.0,0.0,s,,0,1,0,1,,s,0,0,0,,0,1,1,s,116,165,ns,ns,165,18,Imprimerie et reproduction d'enregistrements,s,,,,,,,,,
2016,950.0,0.0,3041,,s,2307,97,14,,5907,1356,s,101,,s,6,1551,945,1641,10044,ns,ns,9628,20,Industrie chimique,7458,,,,,,,,,
2016,301.0,0.0,175,,0,s,0,1,,s,0,0,0,,0,s,s,38,206,423,ns,ns,419,21,Industrie pharmaceutique,178,,,,,,,,,
2016,1468.0,0.0,226,,0,12,9,7,,253,s,0,s,,0,0,18,53,581,905,ns,ns,892,22,Fabrication de produits en caoutchouc et en plastique,271,,,,,,,,,
2016,976.0,0.0,1427,,543,12,159,28,,2431,55,0,74,,77,354,560,19,697,3706,ns,ns,3705,23,Fabrication d'autres produits minéraux non métalliques,2990,,,,,,,,,
2016,456.0,0.0,1058,,s,9,5,34,,6662,s,0,s,,0,s,58,18,1879,8617,ns,ns,8575,24,Métallurgie,6720,,,,,,,,,
2016,3483.0,0.0,332,,0,37,0,10,,387,0,0,2,,0,0,2,1,433,823,ns,ns,823,25,"Fabrication de produits métalliques, à l'exception des machines et des équipements",389,,,,,,,,,
2016,759.0,0.0,s,,0,0,0,3,,s,0,0,0,,0,0,0,s,183,226,ns,ns,226,26,"Fabrication de produits informatiques, électroniques et optiques",s,,,,,,,,,
2016,841.0,0.0,116,,0,5,0,5,,s,s,0,s,,0,0,s,1,188,327,ns,ns,326,27,Fabrication d'équipements électriques,138,,,,,,,,,
2016,1691.0,0.0,146,,0,10,2,13,,171,0,0,1,,0,0,2,0,218,390,ns,ns,390,28,Fabrication de machines et équipements n.c.a.,173,,,,,,,,,
2016,724.0,0.0,311,,0,9,1,4,,331,2,0,2,,0,0,3,13,409,757,ns,ns,750,29,Industrie automobile,334,,,,,,,,,
2016,341.0,0.0,s,,0,5,s,3,,116,s,0,s,,0,s,6,4,167,292,ns,ns,292,30,Fabrication d'autres matériels de transport,121,,,,,,,,,
2016,438.0,0.0,20,,0,2,0,2,,24,0,0,17,,0,0,17,0,49,91,ns,ns,91,31,Fabrication de meubles,42,,,,,,,,,
2016,505.0,0.0,31,,0,1,0,1,,33,0,0,0,,0,0,0,2,74,108,ns,ns,108,32,Autres industries manufacturières,33,,,,,,,,,
2016,1021.0,0.0,16,,0,1,0,2,,19,0,0,0,,0,0,0,s,34,55,ns,ns,55,33,Réparation et installation de machines et d'équipements,19,,,,,,,,,
2016,464.0,0.0,47,,0,18,0,27,,92,0,0,s,,s,0,0,10,62,164,ns,ns,153,38,Récupération,92,,,,,,,,,
2016,20957.0,340,10732,,724,2541,416,282,,21066,1476,777,977,,320,369,3919,1708,9777,36470,507,467,35497,,,24985,,Toutes régions,,,,,,,
2016,1790.0,1,669,,10,4,1,11,,721,0,0,s,,s,0,4,4,417,1147,ns,ns,1139,,,725,,Île-de-France,,,,,,,
2016,1088.0,1,405,,50,9,2,8,,494,0,0,52,,17,0,69,6,328,897,ns,ns,872,,,563,,Centre-Val de Loire,,,,,,,
2016,1331.0,9,479,,0,20,20,18,,604,0,0,94,,3,0,97,118,518,1336,ns,ns,1227,,,701,,Bourgogne-Franche-Comté,,,,,,,
2016,1319.0,2,1291,,s,s,s,14,,2233,554,0,129,,70,17,770,246,744,3993,ns,ns,3951,,,3003,,Normandie,,,,,,,
2016,1988.0,110,1970,,s,s,s,32,,5388,230,0,27,,12,63,331,171,1888,7779,ns,ns,7552,,,5720,,Hauts-de-France,,,,,,,
2016,2176.0,99,2200,,70,24,22,45,,3756,s,0,246,,s,111,504,182,1469,5911,ns,ns,5760,,,4261,,Grand Est,,,,,,,
2016,1819.0,8,498,,40,22,12,17,,598,0,0,38,,s,s,105,71,536,1310,ns,ns,1298,,,703,,Pays de la Loire,,,,,,,
2016,1220.0,8,392,,0,25,s,10,,460,0,s,s,,0,0,14,34,375,883,ns,ns,873,,,474,,Bretagne,,,,,,,
2016,2013.0,13,550,,44,s,136,27,,892,8,484,201,,90,9,793,351,670,2706,ns,ns,2558,,,1685,,Nouvelle-Aquitaine,,,,,,,
2016,1380.0,0,320,,s,11,16,18,,500,s,s,s,,6,33,265,32,439,1235,ns,ns,1233,,,764,,Occitanie,,,,,,,
2016,3680.0,33,1278,,107,s,58,29,,1720,s,0,76,,25,s,220,232,1660,3833,ns,ns,3786,,,1940,,Auvergne-Rhône-Alpes,,,,,,,
2016,852.0,57,681,,128,1325,33,34,,3676,527,s,s,,13,13,720,196,688,5281,ns,ns,5088,,,4396,,Provence-Alpes-Côte d'Azur et Corse,,,,,,,
2016,301.0,0,0,,0,1,2,19,,23,s,0,s,,s,0,27,66,44,159,ns,ns,158,,,49,,Dom,,,,,,,
2016,20957.0,6235,10732,,724,2541,416,282,,21066,1476,777,977,,320,369,3919,1708,9777,36470,507,467,35497,,,24985,,,Total industrie,,,,,,
2016,11592.0,39,724,,s,82,s,105,,1084,s,s,122,,s,1,176,29,909,2199,ns,ns,2182,,,1260,,,20 à 49 salariés,,,,,,
2016,4432.0,211,1105,,196,56,s,58,,1699,248,0,143,,79,149,618,161,1319,3798,ns,ns,3778,,,2317,,,50 à 99 salariés,,,,,,
2016,3387.0,510,3562,,353,73,113,57,,4715,s,s,310,,131,210,725,645,2527,8613,ns,ns,8443,,,5440,,,100 à 249 salariés,,,,,,
2016,1058.0,366,3224,,17,1080,137,21,,4877,615,705,349,,74,1,1744,557,2267,9446,ns,ns,8930,,,6621,,,250 à 499 salariés,,,,,,
2016,488.0,5110,2118,,s,1249,s,41,,8691,583,s,53,,s,7,655,315,2754,12415,ns,ns,12163,,,9346,,,500 salariés ou plus,,,,,,
2017,19421.0,6092,10524,,594,2362,259,282,,20113,3339,790,934,,365,283,5710,1828,9724,37376,575,446,36354,_T,Total industrie,25824,,,,,,,,,
2017,3.0,s,s,,s,s,s,s,,s,s,s,s,,s,s,s,s,0,1,ns,ns,1,07,Extraction de minerais métalliques,s,,,,,,,,,
2017,194.0,0,32,,0,s,s,64,,101,10,0,s,,s,s,20,s,56,187,ns,ns,186,08 - 09,Industries extractives,121,,,,,,,,,
2017,2696.0,287,2291,,s,s,83,23,,2752,s,0,87,,141,s,228,246,1598,4823,ns,ns,4580,10,Industries alimentaires,2979,,,,,,,,,
2017,325.0,0,120,,0,6,2,5,,132,0,0,4,,36,0,40,3,186,362,ns,ns,361,11,Fabrication de boissons,172,,,,,,,,,
2017,7.0,0,4,,0,0,0,0,,4,0,0,0,,0,0,0,0,1,6,ns,ns,6,12,Fabrication de produits à base de tabac,4,,,,,,,,,
2017,469.0,0,126,,0,4,2,3,,135,0,0,0,,0,0,0,0,90,225,ns,ns,225,13,Fabrication de textiles,135,,,,,,,,,
2017,265.0,0,13,,0,0,0,1,,14,0,0,0,,0,0,0,0,9,23,ns,ns,23,14,Industrie de l'habillement,14,,,,,,,,,
2017,209.0,0,9,,0,2,0,0,,12,0,0,0,,0,0,0,0,11,23,ns,ns,23,15,Industrie du cuir et de la chaussure,12,,,,,,,,,
2017,754.0,0,s,,0,s,3,18,,77,0,s,s,,0,0,314,10,173,573,ns,ns,558,16,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie",391,,,,,,,,,
2017,521.0,16,828,,0,7,26,5,,881,s,766,363,,s,s,1220,390,722,3214,ns,ns,3023,17,Industrie du papier et du carton,2101,,,,,,,,,
2017,650.0,0,40,,0,1,0,1,,43,0,0,s,,0,s,s,s,102,173,ns,ns,173,18,Imprimerie et reproduction d'enregistrements,s,,,,,,,,,
2017,871.0,448,2849,,s,2149,s,12,,5480,3271,s,s,,26,10,3401,983,1661,11524,ns,ns,11036,20,Industrie chimique,8880,,,,,,,,,
2017,303.0,0,168,,0,1,0,s,,s,0,0,0,,0,s,s,46,207,426,ns,ns,421,21,Industrie pharmaceutique,173,,,,,,,,,
2017,1353.0,0,203,,0,13,13,6,,235,0,0,14,,0,0,15,59,560,869,ns,ns,854,22,Fabrication de produits en caoutchouc et en plastique,249,,,,,,,,,
2017,858.0,214,1492,,423,12,107,33,,2281,53,0,55,,69,233,410,17,716,3424,ns,ns,3423,23,Fabrication d'autres produits minéraux non métalliques,2690,,,,,,,,,
2017,444.0,5101,1100,,s,s,6,39,,6418,s,0,0,,0,s,7,23,1862,8310,ns,ns,8258,24,Métallurgie,6425,,,,,,,,,
2017,3229.0,s,304,,0,42,0,s,,365,0,0,2,,0,0,2,1,433,801,ns,ns,801,25,"Fabrication de produits métalliques, à l'exception des machines et des équipements",367,,,,,,,,,
2017,715.0,0,s,,0,0,0,1,,s,0,0,0,,0,0,0,s,187,220,ns,ns,220,26,"Fabrication de produits informatiques, électroniques et optiques",s,,,,,,,,,
2017,692.0,s,98,,0,5,0,4,,s,0,0,s,,0,0,s,s,169,289,ns,ns,289,27,Fabrication d'équipements électriques,120,,,,,,,,,
2017,1497.0,0,143,,0,11,0,10,,163,0,0,1,,0,0,1,s,186,351,ns,ns,351,28,Fabrication de machines et équipements n.c.a.,165,,,,,,,,,
2017,611.0,s,323,,0,s,1,5,,345,s,0,2,,0,s,3,13,421,783,ns,ns,775,29,Industrie automobile,349,,,,,,,,,
2017,330.0,0,s,,0,4,s,3,,111,s,0,s,,0,0,5,6,165,287,ns,ns,286,30,Fabrication d'autres matériels de transport,116,,,,,,,,,
2017,330.0,0,19,,0,1,0,2,,22,0,0,14,,0,0,14,0,35,71,ns,ns,71,31,Fabrication de meubles,36,,,,,,,,,
2017,507.0,0,29,,0,2,0,1,,31,0,0,0,,0,0,0,s,62,97,ns,ns,96,32,Autres industries manufacturières,31,,,,,,,,,
2017,1212.0,0,25,,0,1,0,4,,30,0,0,0,,0,0,0,2,65,96,ns,ns,96,33,Réparation et installation de machines et d'équipements,30,,,,,,,,,
2017,377.0,0,122,,0,5,0,32,,159,0,0,s,,s,0,0,15,46,220,ns,ns,219,38,Récupération,160,,,,,,,,,
2017,19421.0,6092,10524,,594,2362,259,282,,20113,3339,790,934,,365,283,5710,1828,9724,37376,575,446,36354,,,25824,,Toutes régions,,,,,,,
2017,1647.0,26,605,,9,5,0,15,,660,0,0,s,,s,0,3,7,430,1100,ns,ns,1090,,,663,,Île-de-France,,,,,,,
2017,1003.0,17,387,,37,10,6,8,,465,0,0,33,,18,0,51,5,327,848,ns,ns,813,,,516,,Centre-Val de Loire,,,,,,,
2017,1247.0,s,445,,0,22,s,15,,570,0,0,65,,s,s,79,125,504,1278,ns,ns,1161,,,649,,Bourgogne-Franche-Comté,,,,,,,
2017,1143.0,s,1139,,s,s,24,15,,1916,547,0,128,,s,s,738,246,736,3635,ns,ns,3597,,,2654,,Normandie,,,,,,,
2017,1961.0,s,2114,,179,s,23,31,,5293,s,0,s,,83,68,466,192,1972,7922,ns,ns,7736,,,5759,,Hauts-de-France,,,,,,,
2017,2071.0,1040,2231,,69,22,13,42,,3418,s,s,s,,63,64,2330,247,1585,7580,ns,ns,7418,,,5748,,Grand Est,,,,,,,
2017,1697.0,9,434,,38,23,9,19,,533,0,0,s,,14,s,79,74,500,1186,ns,ns,1174,,,613,,Pays de la Loire,,,,,,,
2017,1065.0,s,377,,0,30,s,10,,440,0,s,s,,0,0,6,56,368,871,ns,ns,865,,,447,,Bretagne,,,,,,,
2017,1838.0,s,530,,s,22,46,25,,725,10,496,225,,47,33,811,351,630,2517,ns,ns,2373,,,1536,,Nouvelle-Aquitaine,,,,,,,
2017,1270.0,87,307,,56,9,16,19,,494,s,s,s,,16,27,263,39,344,1140,ns,ns,1138,,,757,,Occitanie,,,,,,,
2017,3432.0,208,1252,,82,40,47,36,,1665,5,0,85,,20,41,151,229,1610,3655,ns,ns,3608,,,1816,,Auvergne-Rhône-Alpes,,,,,,,
2017,787.0,s,701,,76,s,54,34,,3917,538,s,s,,9,s,702,192,677,5487,ns,ns,5225,,,4619,,Provence-Alpes-Côte d'Azur et Corse,,,,,,,
2017,260.0,0,0,,0,1,3,14,,17,s,0,s,,s,0,30,65,44,156,ns,ns,155,,,47,,Dom,,,,,,,
2017,19421.0,6092,10524,,594,2362,259,282,,20113,3339,790,934,,365,283,5710,1828,9724,37376,575,446,36354,,,25824,,,Total industrie,,,,,,
2017,10935.0,97,640,,s,69,s,107,,998,s,s,108,,48,s,209,47,1070,2325,ns,ns,2312,,,1207,,,20 à 49 salariés,,,,,,
2017,3913.0,287,1108,,178,53,33,59,,1718,188,0,103,,79,88,459,196,1243,3616,ns,ns,3601,,,2177,,,50 à 99 salariés,,,,,,
2017,3100.0,502,3432,,249,72,47,53,,4354,s,s,381,,101,157,724,652,2381,8111,ns,ns,7942,,,5078,,,100 à 249 salariés,,,,,,
2017,998.0,382,3274,,8,1136,86,21,,4907,2528,706,300,,s,s,3670,572,2240,11389,ns,ns,10824,,,8577,,,250 à 499 salariés,,,,,,
2017,474.0,4824,2071,,s,1031,s,43,,8136,590,s,43,,s,9,649,362,2789,11935,ns,ns,11674,,,8785,,,500 salariés ou plus,,,,,,
2018,20704.0,5994,10781,,561,2259,185,286,,20066,3117,753,993,,279.7,405.2,4863,1850,9893,37357,455,612,36290,_T,Total industrie,24929,,,,,,,,,
2018,4.0,s,s,,s,s,s,s,,s,s,s,s,,s,s,s,s,s,s,ns,ns,s,07,Extraction de minerais métalliques,s,,,,,,,,,
2018,220.0,0,30,,0,1,0,73,,104,10,0,s,,s,0,13,s,60,192,ns,ns,192,08 - 09,Industries extractives,117,,,,,,,,,
2018,2816.0,s,2327,,s,75,40,33,,2824,0,0,s,,54.6,s,85,222,1659,4865,ns,ns,4637,10,Industries alimentaires,2909,,,,,,,,,
2018,398.0,0,136,,0,5,2,7,,150,1,0,5,,33.7,0,5,7,192,389,ns,ns,389,11,Fabrication de boissons,155,,,,,,,,,
2018,2.0,s,s,,s,s,s,s,,s,s,s,s,,s,s,s,s,s,s,ns,ns,s,12,Fabrication de produits à base de tabac,s,,,,,,,,,
2018,482.0,0,116,,0,4,2,2,,125,0,0,0,,0,0,0,s,95,227,ns,ns,225,13,Fabrication de textiles,125,,,,,,,,,
2018,283.0,0,11,,0,0,s,1,,s,0,0,0,,0,0.1,0,s,9,27,ns,ns,27,14,Industrie de l'habillement,s,,,,,,,,,
2018,251.0,0,6,,0,1,0,1,,8,0,0,0,,0,0,0,4,12,24,ns,ns,24,15,Industrie du cuir et de la chaussure,8,,,,,,,,,
2018,773.0,0,64,,0,4,2,20,,90,0,s,379,,4.4,s,379,s,195,676,ns,ns,659,16,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie",469,,,,,,,,,
2018,604.0,12,820,,0,7,27,5,,870,s,s,356,,91.1,3.8,1096,378,720,3158,ns,ns,2833,17,Industrie du papier et du carton,1966,,,,,,,,,
2018,655.0,0,46,,0,1,0,2,,49,0,0,s,,0,s,s,s,94,147,ns,ns,147,18,Imprimerie et reproduction d'enregistrements,s,,,,,,,,,
2018,900.0,384,3004,,s,2057,s,13,,5484,3051,s,s,,9.4,9.1,3133,1032,1721,11389,ns,ns,11007,20,Industrie chimique,8617,,,,,,,,,
2018,308.0,0,s,,0,s,0,2,,s,0,0,0,,s,s,s,24,222,417,ns,ns,414,21,Industrie pharmaceutique,163,,,,,,,,,
2018,1403.0,0,217,,0,12,13,6,,249,0,0,11,,0.1,0,11,60,593,913,ns,ns,873,22,Fabrication de produits en caoutchouc et en plastique,260,,,,,,,,,
2018,927.0,265,1604,,448,12,66,36,,2431,46,0,61,,78.6,356.1,106,24,725,3721,ns,ns,3720,23,Fabrication d'autres produits minéraux non métalliques,2537,,,,,,,,,
2018,452.0,4924,1119,,s,9,5,s,,6182,s,0,0,,0,s,5,15,1837,8044,ns,ns,7985,24,Métallurgie,6187,,,,,,,,,
2018,3539.0,36,290,,0,36,0,10,,373,s,0,2,,s,0.1,2,1,429,806,ns,ns,806,25,"Fabrication de produits métalliques, à l'exception des machines et des équipements",376,,,,,,,,,
2018,655.0,0,32,,0,s,s,1,,33,0,0,0,,0,0,0,4,162,199,ns,ns,198,26,"Fabrication de produits informatiques, électroniques et optiques",33,,,,,,,,,
2018,678.0,17,120,,0,4,0,3,,143,0,0,s,,s,0.1,0,1,170,315,ns,ns,315,27,Fabrication d'équipements électriques,144,,,,,,,,,
2018,1591.0,0,128,,0,9,0,9,,146,0,0,s,,0,s,1,1,185,333,ns,ns,332,28,Fabrication de machines et équipements n.c.a.,147,,,,,,,,,
2018,618.0,s,316,,0,13,1,s,,340,s,0,0,,s,0.2,2,15,410,768,ns,ns,763,29,Industrie automobile,342,,,,,,,,,
2018,331.0,0,102,,0,2,0,3,,107,s,0,s,,0,0,7,11,182,308,ns,ns,306,30,Fabrication d'autres matériels de transport,115,,,,,,,,,
2018,394.0,0,18,,0,1,0,2,,21,0,0,15,,1,0,15,0,36,73,ns,ns,73,31,Fabrication de meubles,36,,,,,,,,,
2018,597.0,0,26,,0,1,0,1,,28,0,0,s,,0,s,0,2,57,88,ns,ns,88,32,Autres industries manufacturières,28,,,,,,,,,
2018,1421.0,0,16,,0,1,0,7,,23,s,0,0,,0,s,0,2,47,73,ns,ns,73,33,Réparation et installation de machines et d'équipements,24,,,,,,,,,
2018,401.0,0,70,,0,3,1,27,,101,0,0,0,,0,0,0,23,79,204,ns,ns,202,38,Récupération,101,,,,,,,,,
2018,20704.0,5994,10781,,561,2259,185,286,,20066,3117,753,993,,279.7,405.2,4863,1850,9893,37357,455,612,36290,,,24929,,Toutes régions,,,,,,,
2018,1734.0,38,588,,10,6,1,13,,657,0,0,s,,s,1.2,1,55,483,1199,ns,ns,1191,,,658,,Île-de-France,,,,,,,
2018,1053.0,26,374,,38,16,3,9,,467,s,0,s,,12.2,4.6,33,11,317,844,ns,ns,805,,,500,,Centre-Val de Loire,,,,,,,
2018,1359.0,28,378,,0,20,16,13,,454,0,0,s,,19.5,s,71,112,499,1167,ns,ns,1164,,,526,,Bourgogne-Franche-Comté,,,,,,,
2018,1301.0,s,1410,,s,s,15,17,,1948,546,0,111,,34.8,25.3,658,265,775,3705,ns,ns,3623,,,2605,,Normandie,,,,,,,
2018,2078.0,s,2098,,122,s,6,31,,5154,s,0,s,,12.2,77.7,317,176,1874,7610,ns,ns,7444,,,5470,,Hauts-de-France,,,,,,,
2018,2145.0,1061,2295,,48,19,15,45,,3482,s,0,s,,62.6,106,2117,279,1541,7587,ns,ns,7405,,,5599,,Grand Est,,,,,,,
2018,1799.0,10,390,,46,15,11,20,,492,s,0,s,,14.5,s,37,60,532,1174,ns,ns,1161,,,529,,Pays de la Loire,,,,,,,
2018,1188.0,s,353,,0,31,s,12,,421,0,s,s,,0.2,s,9,50,372,852,ns,ns,846,,,430,,Bretagne,,,,,,,
2018,1926.0,85,580,,s,29,s,29,,778,7,477,256,,44.5,18.8,740,329,649,2559,ns,ns,2412,,,1518,,Nouvelle-Aquitaine,,,,,,,
2018,1292.0,49,319,,70,9,15,21,,482,s,s,s,,7.6,45.7,198,51,429,1213,ns,ns,1211,,,680,,Occitanie,,,,,,,
2018,3667.0,229,1258,,107,31,42,37,,1705,5,0,84,,28.3,50,90,223,1677,3773,ns,ns,3724,,,1794,,Auvergne-Rhône-Alpes,,,,,,,
2018,856.0,s,738,,70,s,17,22,,4008,445,s,s,,4.9,24.8,591,209,703,5542,ns,ns,5173,,,4600,,Provence-Alpes-Côte d'Azur et Corse,,,,,,,
2018,306.0,0,0,,0,s,s,17,,20,1,0,s,,s,s,1,30,44,133,ns,ns,132,,,21,,Dom,,,,,,,
2018,20704.0,5994,10781,,561,2259,185,286,,20066,3117,753,993,,279.7,405.2,4863,1850,9893,37357,455,612,36290,,,24929,,,Total industrie,,,,,,
2018,11919.0,104,586,,30,63,22,119,,923,s,s,110,,38.2,4.9,136,60,1065,2227,ns,ns,2209,,,1059,,,20 à 49 salariés,,,,,,
2018,4164.0,257,1079,,207,41,16,61,,1661,184,0,120,,56.9,165.7,304,182,1240,3610,ns,ns,3603,,,1965,,,50 à 99 salariés,,,,,,
2018,3100.0,544,3729,,229,75,39,59,,4675,s,s,424,,s,195.6,617,669,2542,8806,ns,ns,8587,,,5292,,,100 à 249 salariés,,,,,,
2018,1033.0,386,3146,,s,1086,83,s,,4749,2327,s,303,,s,25.4,3193,599,2330,10967,ns,ns,10288,,,7942,,,250 à 499 salariés,,,,,,
2018,488.0,4703,2241,,s,995,24,s,,8058,576,0,37,,6.1,13.7,613,341,2716,11747,ns,ns,11604,,,8671,,,500 salariés ou plus,,,,,,
2019,5437.0,10509,568,,2928,168,273,19884,,1567,778,905,295,295,400,4239,24122,9464,35404,424,609,34371,,Total industrie,19943,1818,,,,,,,,,
2019,4.0,0,0,,0,s,0,s,,s,0,0,0,0,0,0,0,0,0,s,ns,ns,s,07,Extraction de minerais métalliques,s,,,,,,,,,
2019,198.0,0,35,,0,1,1,65,,101,12,0,s,0,s,0,s,s,57,187,ns,ns,187,08 - 09,Industries extractives,s,,,,,,,,,
2019,2776.0,183,2352,,s,67,33,s,,2666,0,0,71,3,86,1,161,258,1576,4660,ns,ns,4439,10,Industries alimentaires,2827,,,,,,,,,
2019,326.0,0,125,,0,6,1,2,,135,0,0,0,0,11,0,11,13,145,304,ns,ns,304,11,Fabrication de boissons,146,,,,,,,,,
2019,3.0,0,s,,0,0,0,0,,s,0,0,0,0,0,0,0,0,0,s,ns,ns,s,12,Fabrication de produits à base de tabac,s,,,,,,,,,
2019,451.0,0,104,,0,5,2,s,,s,0,0,0,0,0,s,s,s,87,207,ns,ns,205,13,Fabrication de textiles,s,,,,,,,,,
2019,292.0,0,s,,0,1,0,1,,s,0,0,0,0,0,0,0,0,9,s,ns,ns,s,14,Industrie de l'habillement,s,,,,,,,,,
2019,219.0,0,s,,0,1,0,0,,s,0,0,s,0,0,0,s,3,12,26,ns,ns,26,15,Industrie du cuir et de la chaussure,10,,,,,,,,,
2019,703.0,0,53,,0,s,1,15,,s,0,0,305,0,1,0,306,s,160,545,ns,ns,526,16,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie",s,,,,,,,,,
2019,582.0,11,786,,0,6,27,5,,834,s,762,357,0,100,s,1231,300,648,3013,ns,ns,2695,17,Industrie du papier et du carton,2065,,,,,,,,,
2019,581.0,0,36,,0,2,0,1,,40,0,0,s,0,0,2,s,s,83,126,ns,ns,126,18,Imprimerie et reproduction d'enregistrements,s,,,,,,,,,
2019,925.0,324,2857,,s,2728,s,14,,5945,1492,15,68,272,s,s,1863,1052,1710,10569,ns,ns,10195,20,Industrie chimique,7808,,,,,,,,,
2019,302.0,0,157,,0,2,0,1,,160,0,0,0,0,0,11,11,28,201,400,ns,ns,397,21,Industrie pharmaceutique,170,,,,,,,,,
2019,1457.0,0,227,,0,12,19,6,,264,0,0,11,0,s,s,12,49,575,900,ns,ns,867,22,Fabrication de produits en caoutchouc et en plastique,276,,,,,,,,,
2019,934.0,250,1596,,448,15,62,39,,2409,55,0,69,2,82,363,571,12,705,3698,ns,ns,3696,23,Fabrication d'autres produits minéraux non métalliques,2980,,,,,,,,,
2019,433.0,4642,1054,,s,s,4,17,,5840,s,0,0,s,0,s,19,32,1820,7712,ns,ns,7659,24,Métallurgie,5859,,,,,,,,,
2019,3403.0,s,289,,0,32,s,10,,340,0,0,2,1,0,0,3,1,415,759,ns,ns,758,25,"Fabrication de produits métalliques, à l'exception des machines et des équipements",343,,,,,,,,,
2019,617.0,0,s,,0,0,s,6,,43,0,0,0,0,0,0,0,1,165,209,ns,ns,209,26,"Fabrication de produits informatiques, électroniques et optiques",43,,,,,,,,,
2019,684.0,14,91,,0,3,0,2,,110,0,0,0,0,0,0,1,1,171,283,ns,ns,282,27,Fabrication d'équipements électriques,111,,,,,,,,,
2019,1473.0,0,127,,0,10,0,10,,147,0,0,s,s,0,0,4,1,173,324,ns,ns,323,28,Fabrication de machines et équipements n.c.a.,150,,,,,,,,,
2019,599.0,s,300,,0,s,s,4,,323,0,0,s,s,0,0,1,17,383,723,ns,ns,720,29,Industrie automobile,323,,,,,,,,,
2019,335.0,0,107,,0,3,0,3,,113,s,0,s,0,0,0,11,12,178,315,ns,ns,313,30,Fabrication d'autres matériels de transport,125,,,,,,,,,
2019,362.0,0,17,,0,3,0,2,,22,0,0,12,0,0,0,12,0,34,69,ns,ns,69,31,Fabrication de meubles,34,,,,,,,,,
2019,512.0,0,27,,0,1,0,1,,29,0,0,0,s,0,s,0,3,51,82,ns,ns,82,32,Autres industries manufacturières,29,,,,,,,,,
